incident_id,date,n_killed,n_injured,latitude,longitude,n_guns_involved,participan_age,participant_gendre,participant_status,,,,,,,,,,,,,,,,,,,,,,,,,,
162440,3/7/2014,1,1,0.402358891,0.86870754,0,0::56||1::40,0::Male||1::Male,0::Injured||1::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154291,3/7/2014,0,0,0.640694947,0.72609064,0,0::46,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155418,3/7/2014,0,1,0.59151212,0.758031286,0,0::50,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154103,3/7/2014,0,1,0.651764086,0.964827435,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160884,3/7/2014,1,0,0.458614694,0.703830905,0,0::21||1::19||2::20,0::Male||1::Male||2::Male,0::Killed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154419,3/7/2014,0,1,0.645116135,0.788373999,0,0::21,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155286,3/7/2014,1,1,0.40268074,0.868683152,0,1::20,0::Male||1::Male,0::Injured||1::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154099,3/7/2014,0,0,0.648474759,0.949148175,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160886,3/7/2014,1,0,0.721808575,0.702101489,0,0::70,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
158077,3/7/2014,0,1,0.625840619,0.93494491,0,0::46,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154858,3/7/2014,1,0,0.47385709,0.723800304,0,1::20,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155639,3/7/2014,1,0,0.609092155,0.924715802,0,1::20,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154293,3/7/2014,1,0,0.519009876,0.823701374,0,0::60,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
162442,3/7/2014,0,0,0.550797462,0.883528984,0,0::21,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154849,3/7/2014,0,0,0.542261535,0.638356981,0,0::57||1::36,0::Female||1::Female||2::Male||3::Female,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155513,3/7/2014,0,0,0.678198816,0.985411831,0,0::39||1::38,0::Male||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154298,3/7/2014,0,1,0.549446928,0.700754857,0,0::26,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154766,3/7/2014,1,0,0.651931941,0.964777599,0,0::22,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154353,3/7/2014,0,1,0.581582542,0.423012365,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154248,3/7/2014,0,0,0.650932515,0.775063541,0,1::20,1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154509,3/7/2014,1,0,0.537892706,0.844433158,0,1::20,1::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
165954,3/7/2014,0,0,0.640496294,0.76199378,0,0::60,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154228,3/7/2014,0,0,0.622865441,0.871535469,0,0::25,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155663,3/7/2014,0,2,0.594113091,0.761679919,0,1::20,0::Male||1::Female,0::Injured||1::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154541,3/7/2014,2,0,0.558720489,0.8596851,0,2::17,0::Male||1::Female||2::Male,0::Killed||1::Killed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
168937,3/7/2014,0,0,0.41195584,0.869619433,0,1::16,0::Male||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154235,3/7/2014,0,0,0.652152153,0.786717747,0,1::20,1::Male||2::Male,0::Unharmed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155987,3/7/2014,1,0,0.462322887,0.763994643,0,0::21,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154546,3/7/2014,0,0,0.598645155,0.607045116,0,1::20,0::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
172816,3/7/2014,0,0,0.524627602,0.465712289,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154310,3/7/2014,1,0,0.504914741,0.692096114,0,1::16||2::19,0::Male||1::Male||2::Male,0::Killed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160432,3/7/2014,1,0,0.45380698,0.673767062,0,1::20,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154938,3/7/2014,0,0,0.629932258,0.932231498,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
177179,3/7/2014,0,0,0.620415385,0.783695775,0,1::20,0::Male||1::Male||2::Male,0::Unharmed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154315,3/7/2014,0,0,0.490346842,0.588499756,0,1::22,1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160437,3/7/2014,0,0,0.634949405,0.864931666,0,0::71||1::23||2::24,0::Male||1::Male||2::Male||3::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154978,3/7/2014,0,1,0.585373891,0.426840195,0,0::11||1::14,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
188946,3/7/2014,0,0,0.504013872,0.475880958,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155993,3/7/2014,0,0,0.460151562,0.763646851,0,0::63||1::24,0::Male||1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155055,3/7/2014,1,0,0.59673562,0.761539954,0,0::28,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
188930,3/7/2014,0,0,0.437899328,0.856378957,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155018,3/7/2014,0,1,0.942847947,0.130061404,0,1::20,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
183241,3/7/2014,0,1,0.521262818,0.674044872,0,0::21,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155654,3/7/2014,0,0,0.594006834,0.761717031,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154584,3/7/2014,0,0,0.540649211,0.901519786,0,1::20,1::Male||2::Male,1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154574,3/7/2014,0,2,0.627901068,0.934575911,0,0::30||1::15||2::34,0::Male||1::Male||2::Male,0::Injured||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160460,3/7/2014,0,1,0.494700272,0.541834156,0,2::1,0::Male||1::Female||2::Male||3::Male||4::Male,0::Injured||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154347,3/7/2014,0,1,0.521389094,0.465288153,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
156188,3/7/2014,0,0,0.598327926,0.898583703,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160439,3/7/2014,0,1,0.460661284,0.707325789,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154319,3/7/2014,0,1,0.542172218,0.638431205,0,0::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160752,3/7/2014,0,1,0.543071547,0.895997532,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154226,3/7/2014,1,1,0.644926722,0.788365516,0,0::21||1::21,0::Female||1::Female,0::Killed||1::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154237,3/7/2014,0,1,0.56740117,0.910423468,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154340,3/7/2014,0,1,0.556550704,0.498232942,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160838,3/7/2014,1,0,0.621248497,0.533892204,0,0::42||1::59,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160441,3/7/2014,0,0,0.664240737,0.785134658,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155169,3/7/2014,0,0,0.409716758,0.849647914,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154351,3/7/2014,0,1,0.582295537,0.421888403,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160846,3/7/2014,0,1,0.57844105,0.89723601,0,1::20,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154324,3/7/2014,3,0,0.453575988,0.673240073,0,0::41||1::14,0::Female||1::Female||2::Male,0::Killed||1::Killed||2::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
162446,3/7/2014,1,0,0.557674865,0.496896913,0,0::27||1::24||2::25,0::Male||1::Male||2::Male,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
155709,3/7/2014,0,1,0.601016673,0.714682433,1,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154613,3/7/2014,0,0,0.598883846,0.902198405,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154616,3/7/2014,0,0,0.598147752,0.902176137,0,1::20,0::Male||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155021,3/7/2014,1,0,0.299602848,0.0656457,1,0::52||1::44,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
331761,3/7/2014,0,0,0.591310387,0.84599716,0,0::22,0::Male,"0::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
157165,3/7/2014,0,1,0.578541147,0.89798355,1,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
163033,3/7/2014,3,0,0.5822247,0.717912231,0,0::77,0::Female||1::Male||2::Male,0::Killed||1::Killed||2::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154338,3/7/2014,1,1,0.558198447,0.497543721,1,0::18||1::14||2::18,0::Male||1::Female||2::Male,0::Killed||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155187,3/7/2014,0,1,0.412159113,0.86752526,1,1::20,1::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155932,3/7/2014,0,1,0.45902432,0.746513864,1,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154220,3/7/2014,1,0,0.591704614,0.851167382,0,2::29,0::Male||1::Female||2::Male,0::Killed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
333219,3/7/2014,0,1,0.650442812,0.823584737,1,0::17||1::16,0::Male||1::Male,"0::Injured||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
154985,3/7/2014,0,2,0.585261475,0.426744764,0,0::24||1::30,0::Male||1::Male,0::Injured||1::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160772,3/7/2014,0,0,0.684398643,0.702563798,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154624,3/7/2014,0,1,0.605411682,0.906195889,0,0::21||1::40,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
156545,3/7/2014,0,0,0.537088853,0.788490637,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154349,3/7/2014,0,0,0.522859743,0.466910474,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155154,3/7/2014,0,0,0.5002795,0.817049856,0,1::1||2::26,0::Female||1::Male||2::Male,0::Unharmed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154239,3/7/2014,0,1,0.56710396,0.909892238,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154264,3/7/2014,0,0,0.627480662,0.903424159,1,0::59||1::56,0::Female||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
338569,3/7/2014,1,0,0.727829768,0.419417809,0,0::28||1::48,0::Female||1::Male,"0::Killed||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
154452,4/7/2014,1,1,0.527990847,0.843935858,1,0::77||1::48||2::24,0::Male||1::Female||2::Male,0::Killed||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
170412,4/7/2014,0,0,0.484267132,0.810513915,1,0::18||1::18,0::Male||1::Male,"0::Unharmed, Arrested||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
154417,4/7/2014,2,0,0.643383695,0.788859635,1,0::34||1::35||2::20,0::Male||1::Male||2::Male,"0::Killed||1::Killed||2::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
178458,4/7/2014,1,0,0.64845166,0.913687197,1,0::19||1::22,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
336555,4/7/2014,0,0,0.475906759,0.821839416,1,1::20,0::Male||1::Male,"0::Unharmed||1::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
154867,4/7/2014,1,0,0.555919325,0.867642958,0,0::39||1::30,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154880,4/7/2014,1,0,0.646018544,0.788084526,1,0::14,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154529,4/7/2014,0,0,0.619300464,0.933472097,1,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154600,4/7/2014,0,1,0.59907788,0.902265206,0,1::25,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
161758,4/7/2014,0,1,0.666513699,0.885925354,0,0::44||1::29,0::Female||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154570,4/7/2014,0,1,0.547982438,0.882908685,1,0::27||1::24||2::25,0::Male||1::Male||2::Male,"0::Injured||1::Unharmed, Arrested||2::Unharmed, Arrested",,,,,,,,,,,,,,,,,,,,,,,,,,
161217,4/7/2014,1,0,0.482644027,0.809125929,0,0::46||1::22,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
167368,4/7/2014,0,0,0.612573975,0.825476385,0,0::24,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
271078,4/7/2014,0,1,0.615700068,0.921440409,0,0::21,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155051,4/7/2014,1,1,0.595403566,0.761537833,0,0::29||1::29,0::Male||1::Male,0::Killed||1::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154914,4/7/2014,0,1,0.619479098,0.925769781,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160840,4/7/2014,0,1,0.539486551,0.765895834,0,0::55,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154576,4/7/2014,0,0,0.627106455,0.933999086,0,0::46,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
168494,4/7/2014,0,0,0.401113074,0.868711781,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154923,4/7/2014,0,1,0.629938418,0.935454934,0,0::19,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
156498,4/7/2014,0,0,0.519992362,0.766253169,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154563,4/7/2014,0,0,0.554002091,0.880885554,0,0::53,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154919,4/7/2014,0,1,0.619161868,0.925907625,0,0::15,0::Female,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
271080,4/7/2014,0,1,0.615897181,0.921281358,0,0::25,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
156425,4/7/2014,0,1,0.702825649,0.41767885,0,0::24,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
162226,4/7/2014,0,0,0.529088829,0.8032474,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154819,4/7/2014,0,1,0.505093375,0.693247644,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed||2::Unharmed||3::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155501,4/7/2014,0,1,0.651525394,0.773729632,0,0::40,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154394,4/7/2014,0,0,0.58860162,0.811071655,0,1::18,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
161909,4/7/2014,0,0,0.440109151,0.857769064,0,1::20,0::Female||1::Female||2::Female||3::Male||4::Male||5::Male||6::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed||5::Unharmed||6::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155479,4/7/2014,0,0,0.586236262,0.68007609,0,0::52,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154378,4/7/2014,1,1,0.559481223,0.84537474,0,0::30||1::29||2::24,0::Male||1::Male||2::Female,0::Killed||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
162970,4/7/2014,0,0,0.523501901,0.806723197,0,0::47||1::34||2::17||3::31,0::Male||1::Male||2::Female||3::Female||4::Male||5::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed||5::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
161357,4/7/2014,0,0,0.61214125,0.426257008,0,1::20,0::Male||1::Male||2::Male,0::Unharmed||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154414,4/7/2014,0,1,0.643080325,0.789321944,0,0::23,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155473,4/7/2014,0,2,0.6356778,0.697606705,0,1::20,0::Male||1::Male,0::Injured||1::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154994,4/7/2014,1,0,0.581074359,0.420859873,0,0::49,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
154781,4/7/2014,0,1,0.615712387,0.921388453,0,0::23,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
200028,4/7/2014,0,0,0.742687177,0.506821703,0,1::20,0::Female||4::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154998,4/7/2014,0,0,0.612125851,0.426235801,0,1::20,1::Male||2::Male,1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
157958,4/7/2014,0,1,0.497880263,0.762027711,0,0::33||1::60,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154732,4/7/2014,0,1,0.638354228,0.853117349,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
188965,4/7/2014,0,0,0.514876658,0.530859629,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
168499,4/7/2014,1,0,0.545198214,0.820948729,0,0::20,0::Male||1::Male||2::Female||3::Female,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
156223,4/7/2014,0,1,0.409984708,0.850466497,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154528,4/7/2014,0,1,0.620604799,0.933985302,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
163967,4/7/2014,1,0,0.622931659,0.871393383,0,0::30||1::36,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154764,4/7/2014,0,0,0.652005858,0.964866667,0,0::34,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154901,4/7/2014,0,1,0.643029507,0.789989959,0,0::26,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154496,4/7/2014,1,0,0.532478252,0.875161835,0,0::49,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
163667,4/7/2014,0,0,0.616536259,0.909493549,0,0::22,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154899,4/7/2014,0,1,0.645413345,0.788027268,0,0::26,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
155444,4/7/2014,0,1,0.600006468,0.739427607,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154368,4/7/2014,1,0,0.522216045,0.82561741,0,2::35,0::Male||1::Female||2::Male,0::Unharmed||1::Unharmed||2::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
161729,4/7/2014,0,1,0.584047997,0.85803733,0,0::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154897,4/7/2014,0,2,0.641877627,0.789219091,0,0::22||1::22,0::Female||1::Male||2::Male,0::Injured||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155442,4/7/2014,0,0,0.59993871,0.739360805,0,1::20,0::Male||1::Male||2::Male||3::Male||4::Male,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154362,4/7/2014,0,1,0.647058008,0.788923256,0,0::45,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
156195,4/7/2014,0,1,0.595477484,0.898363152,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
158811,4/7/2014,1,0,0.580156551,0.687362752,0,0::26,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
155006,4/7/2014,1,0,0.513908031,0.531591264,0,0::33,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154769,4/7/2014,0,1,0.495394789,0.857713926,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
208519,4/7/2014,0,0,0.663014939,0.831064381,0,1::38,0::Male||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155463,4/7/2014,0,0,0.627218871,0.693348376,0,1::20,0::Male||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160597,4/7/2014,0,0,0.636101285,0.70001898,0,1::20,1::Male,1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154779,4/7/2014,1,0,0.622927039,0.871398685,0,0::30||1::36,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
208344,4/7/2014,0,0,0.691697992,0.953473305,0,1::25,0::Female||1::Male,0::Unharmed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155460,4/7/2014,0,1,0.628138219,0.693470315,0,0::12||1::42,0::Female||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
160400,4/7/2014,0,0,0.654301919,0.739290823,0,0::18,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154537,4/7/2014,1,0,0.627596158,0.931866741,0,0::27,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
166152,4/7/2014,1,0,0.459396988,0.704017525,0,0::69||1::30,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155035,4/7/2014,0,1,0.547692928,0.682827674,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
156354,4/7/2014,0,1,0.480124674,0.829988135,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154532,4/7/2014,1,0,0.542949892,0.861439964,0,0::31||1::38,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
165628,4/7/2014,0,1,0.542909853,0.792291958,0,0::27||1::29,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155010,4/7/2014,1,0,0.522012772,0.465479014,0,0::23,0::Male,0::Killed,,,,,,,,,,,,,,,,,,,,,,,,,,
156326,4/7/2014,0,1,0.543202443,0.862098436,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
154374,4/7/2014,0,1,0.539295597,0.765895834,0,1::20,0::Male,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
161831,4/7/2014,0,1,0.53806826,0.849936327,0,1::20,0::Male||1::Female||3::Male||4::Male,0::Injured||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154917,4/7/2014,0,1,0.619630012,0.925594825,0,0::27,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
156257,4/7/2014,0,0,0.612018054,0.917322046,0,0::17,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154372,4/7/2014,0,1,0.556550704,0.799151303,0,1::20,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
161724,4/7/2014,0,1,0.660798955,0.882822797,0,1::20,0::Female,0::Injured,,,,,,,,,,,,,,,,,,,,,,,,,,
160621,4/7/2014,1,1,0.519048374,0.823112885,0,0::64||2::24,0::Male||1::Male||2::Male,0::Killed||1::Injured||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154580,4/7/2014,0,1,0.603860955,0.917124822,0,0::32,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154795,4/7/2014,0,0,0.664513307,0.89524469,0,1::20,0::Male,0::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
155087,4/7/2014,1,0,0.642743077,0.856910188,0,0::32||1::37,0::Male||1::Male,0::Killed||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
154630,4/7/2014,0,1,0.557108164,0.701589345,0,1::20,0::Male||1::Male,0::Injured||1::Unharmed,,,,,,,,,,,,,,,,,,,,,,,,,,
